,CCY,DSCD,EXMNEM,GEOG,GEOGC,IBTKR,INDC,INDG,INDM,INDX,INDXEG,INDXFS,INDXL,INDXS,ISIN,ISINID,LOC,MNEM,NAME,SECD,SYMBOL,TYPE
535,CH,141263,SHG,051,CH,@:@OUGM1,INSUP,032,Industrial Suppliers,TOTMKCA,INDGSCH,NA,CHSASHR,NA,CNE000000438,P,CH600648,CN:SWF,SHANGHAI WAIGAOQIAO FREE TRADE ZONE DEV.'A',6806611,141263,EQ
536,CH,141264,SHG,051,CH,@:@H2O,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHSASHR,RLDEVCH,CNE0000005R5,P,CH600649,CN:SSW,SHAI.CHENGTOU HLDG.'A',6817367,141264,EQ
537,CH,141265,SHG,051,CH,@:@JINM1,TRUCK,131,Trucking,TOTMKCA,INDGSCH,INDTRCH,CHSASHR,NA,CNE0000004M9,P,CH600650,CN:SNJ,SHAI.JNJNG.INTL.INDL. INV.'A',6800118,141265,EQ
538,CH,141266,SHG,051,CH,@:@EOQ,ELETR,057,Electronic Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHSASHR,NA,CNE0000001V6,P,CH600651,CN:SFA,SHAI.FEILO ACOUSTICS 'A',6772143,141266,EQ
539,CH,143818,SHG,051,CH,@:@ECJ,COALM,049,Coal,TOTMKCA,BRESRCH,MNINGCH,CHSASHR,COALMCH,CNE0000001W4,P,CH600652,CN:SAE,SHAI.U9 GAME 'A',6799818,143818,EQ
540,CH,141267,SHG,051,CH,@:@ESZ,BDRET,087,Broadline Retailers,TOTMKCA,RTAILCH,NA,CHSASHR,NA,CNE0000001X2,P,CH600653,CN:SSI,SHANGHAI SHENHUA HDG.'A',6799636,141267,EQ
541,CH,141268,SHG,051,CH,@:@EOU,ELEQP,037,Electrical Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHSASHR,ELEQPCH,CNE0000001Y0,P,CH600654,CN:SFE,CHINA SCTY.&.FIRE 'A',6712257,141268,EQ
542,CH,141269,SHG,051,CH,@:@EVQ,APRET,066,Apparel Retailers,TOTMKCA,RTAILCH,NA,CHSASHR,NA,CNE000000594,P,CH600655,CN:SYT,SHAI.YUYUAN TOUR.MART 'A',6802891,141269,EQ
543,CH,141166,SHG,051,CH,@:@EEJ,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHSASHR,RLDEVCH,CNE000000966,P,CH600657,CN:BTQ,CINDA REAL ESTATE 'A',6079026,141166,EQ
544,CH,141167,SHG,051,CH,@:@EDZ,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHSASHR,RLDEVCH,CNE000000974,P,CH600658,CN:BTL,BEIJING ELECTRONIC ZONE INV.& DEV.'A',6089586,141167,EQ
545,CH,141169,SHG,051,CH,@:@EHM,AUPRT,063,Auto Parts,TOTMKCA,AUTMBCH,AUTMBCH,CHSASHR,NA,CNE000000230,P,CH600660,CN:FY,FUYAO GLSS.IND.GROUP 'A',6353537,141169,EQ
546,CH,141258,SHG,051,CH,@:@EQX,SPCSV,156,Spec.Consumer Service,TOTMKCA,RTAILCH,NA,CHSASHR,NA,CNE0000005P9,P,CH600661,CN:SNI,SHANGHAI XIN NANYANG 'A',6621632,141258,EQ
547,CH,151281,SHG,051,CH,@:@ESG,TRAVL,094,Travel & Tourism,TOTMKCA,TRLESCH,TRLESCH,CHSASHR,TRAVLCH,CNE0000002W2,P,CH600662,CN:SQT,SHAI.QIANGSHENG HLDG.'A',6817282,151281,EQ
548,CH,143820,SHG,051,CH,@:@LUJM1,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHSASHR,RLDEVCH,CNE0000009S5,P,CH600663,CN:SLF,SHAI.LJZ.FN&T.ZONE DEV. 'A',6514475,143820,EQ
549,CH,141165,SHG,051,CH,@:@63M,PHRMC,095,Pharmaceuticals,TOTMKCA,HLTHCCH,PHARMCH,CHSASHR,PHRMCCH,CNE0000009T3,P,CH600664,CN:HPC,HARBIN PHARMS.GP. 'A',6409883,141165,EQ
550,CH,141257,SHG,051,CH,@:@ESV,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHSASHR,RLDEVCH,CNE0000009W7,P,CH600665,CN:SSS,TANDE 'A',6443591,141257,EQ
551,CH,141147,SHG,051,CH,@:@ERV,PHRMC,095,Pharmaceuticals,TOTMKCA,HLTHCCH,PHARMCH,CHSASHR,PHRMCCH,CNE0000003S8,P,CH600666,CN:SPC,SOUTHWEST PHARM. 'A',6784007,141147,EQ
552,CH,141148,SHG,051,CH,@:@EWO,CHEMS,092,Commodity Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHSASHR,CHEMSCH,CNE000000B00,P,CH600667,CN:WUX,WUXI TAIJI IND. 'A',6874061,141148,EQ
553,CH,141149,SHG,051,CH,@:@EYC,BMATS,030,Building Mat.& Fix.,TOTMKCA,CNSTMCH,CNSTMCH,CHSASHR,BMATSCH,CNE000000B18,P,CH600668,CN:ZJG,ZHEJIANG JIANFENG GP.'A',6991302,141149,EQ
554,CH,141161,SHG,051,CH,@:@EJJ,PHRMC,095,Pharmaceuticals,TOTMKCA,HLTHCCH,PHARMCH,CHSASHR,PHRMCCH,CNE000000BF3,P,CH600671,CN:HTP,HANGZHOU TIANMUSHAN PHARM.ENTER.'A',6419859,141161,EQ
555,CH,141163,SHG,051,CH,@:@EFO,ALUMN,093,Aluminum,TOTMKCA,BRESRCH,INDMTCH,CHSASHR,ALUMNCH,CNE000000BL1,P,CH600673,CN:CHE,GUANGDONG HEC TECHNOLOGY HOLDING 'A',6190079,141163,EQ
556,CH,141164,SHG,051,CH,@:@03R,CNVEL,169,Con. Electricity,TOTMKCA,UTILSCH,ELECTCH,CHSASHR,CNVELCH,CNE000000BQ0,P,CH600674,CN:SEG,SICHUAN CHUANTOU EN.'A',6313092,141164,EQ
557,CH,141154,SHG,051,CH,@:@EFH,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHSASHR,RLDEVCH,CNE000000B42,P,CH600675,CN:CES,CHINA ENTERPRISE 'A',6191845,141154,EQ
558,CH,141256,SHG,051,CH,@:@ETW,AUPRT,063,Auto Parts,TOTMKCA,AUTMBCH,AUTMBCH,CHSASHR,NA,CNE000000B59,P,CH600676,CN:STR,SHANGHAI JIAO YUN GROUP 'A',6853941,141256,EQ
559,CH,141145,SHG,051,CH,@:@EYH,DIVIN,101,Divers. Industrials,TOTMKCA,INDGSCH,GNINDCH,CHSASHR,NA,CNE000000BS6,P,CH600677,CN:ZZG,AEROSPACE COMMS.HDG.'A',6990020,141145,EQ
560,CH,141146,SHG,051,CH,@:@EOY,BMATS,030,Building Mat.& Fix.,TOTMKCA,CNSTMCH,CNSTMCH,CHSASHR,BMATSCH,CNE000000BZ1,P,CH600678,CN:SGC,SICHUAN GLDN.SMT.(GP.) JOINT-STOCK 'A',6807368,141146,EQ
561,CH,141253,SHG,051,CH,@:@PXBM1,RECPR,155,Recreational Products,TOTMKCA,PERHHCH,NA,CHSASHR,NA,CNE000000B26,P,CH600679,CN:SPB,SHANGHAI PHNX.ENTER.GP. 'A',6825508,141253,EQ
562,CH,141254,SHG,051,CH,@:@QPTM1,TELEQ,126,Telecom. Equipment,TOTMKCA,TECNOCH,TECHDCH,CHSASHR,TELEQCH,CNE000000CW6,P,CH600680,CN:STE,SHAI.POTEVIO 'A',6817204,141254,EQ
563,CH,141255,SHG,051,CH,@:@EWE,RLSRV,167,Real Estate Services,TOTMKCA,RLESTCH,RLISVCH,CHSASHR,NA,CNE0000003J7,P,CH600681,CN:WCG,WINOWNER GP. 'A',6934954,141255,EQ
564,CH,141139,SHG,051,CH,@:@EMW,BDRET,087,Broadline Retailers,TOTMKCA,RTAILCH,NA,CHSASHR,NA,CNE000000CX4,P,CH600682,CN:NXD,NANJING XINJIEKOU DPSTE. 'A',6621591,141139,EQ
565,CH,141140,SHG,051,CH,@:@EMR,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHSASHR,RLDEVCH,CNE000000BR8,P,CH600683,CN:NHG,METRO LAND 'A',6637639,141140,EQ
566,CH,141142,SHG,051,CH,@:@EHZ,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHSASHR,RLDEVCH,CNE000000BN7,P,CH600684,CN:GPR,GZH.PER.RVR.IND.DEV.'A',6393254,141142,EQ
567,CH,141105,SHG,051,CH,@:@ZRJ,COMMV,117,"Comm. Vehicles,Trucks",TOTMKCA,INDGSCH,INDENCH,CHSASHR,COMMVCH,CNE000000BP2,P,CH600685,CN:GUA,CSSC OFFS.& MAR.ENGR.GP. 'A',6393243,141105,EQ
568,CH,141143,SHG,051,CH,@:@EXH,AUTOS,065,Automobiles,TOTMKCA,AUTMBCH,AUTMBCH,CHSASHR,AUTOSCH,CNE000000479,P,CH600686,CN:XMC,XIAMEN KING LNG.MTR.GP. 'A',6984357,141143,EQ
569,CH,141144,SHG,051,CH,@:@EXB,STEEL,056,Iron & Steel,TOTMKCA,BRESRCH,INDMTCH,CHSASHR,STEELCH,CNE000000487,P,CH600687,CN:XIT,GANSU GANGTAI HLDG.GP. 'A',6984346,141144,EQ
570,CH,141251,SHG,051,CH,@:@ZRP,CHEMS,092,Commodity Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHSASHR,CHEMSCH,CNE000000BB2,P,CH600688,CN:SPO,SINOPEC SHAI.PETROCH.'A',6802794,141251,EQ
571,CH,141252,SHG,051,CH,NA,CLTHG,069,Clothing & Accessory,TOTMKCA,PERHHCH,PERSGCH,CHSASHR,CLTHGCH,CNE000000B67,P,CH600689,CN:SST,SHAI.SANMAO ENTER.(GP.) 'A',6817925,141252,EQ
572,CH,141137,SHG,051,CH,@:@ENO,DURHP,059,Dur. Household Prod.,TOTMKCA,PERHHCH,NA,CHSASHR,NA,CNE000000CG9,P,CH600690,CN:QHR,QINGDAO HAIER 'A',6716884,141137,EQ
573,CH,141138,SHG,051,CH,@:@EGS,COALM,049,Coal,TOTMKCA,BRESRCH,MNINGCH,CHSASHR,COALMCH,CNE000000DR4,P,CH600691,CN:DEC,YANGMEI CHEMICAL 'A',6277132,141138,EQ
574,CH,141250,SHG,051,CH,@:@EUY,TRAVL,094,Travel & Tourism,TOTMKCA,TRLESCH,TRLESCH,CHSASHR,TRAVLCH,CNE000000BH9,P,CH600692,CN:SYC,SHANGHAI YA TONG 'A',6799904,141250,EQ
575,CH,141135,SHG,051,CH,@:@EHD,BDRET,087,Broadline Retailers,TOTMKCA,RTAILCH,NA,CHSASHR,NA,CNE000000CN5,P,CH600693,CN:FDD,FUJIAN DONGBAI (GP.) 'A',6353526,141135,EQ
576,CH,141136,SHG,051,CH,@:@EGQ,BDRET,087,Broadline Retailers,TOTMKCA,RTAILCH,NA,CHSASHR,NA,CNE000000DW4,P,CH600694,CN:DDS,DASHANG 'A',6248718,141136,EQ
577,CH,141249,SHG,051,CH,NA,FMFSH,035,Farm Fish Plantation,TOTMKCA,FDBEVCH,NA,CHSASHR,NA,CNE000000BD8,P,CH600695,CN:SDG,SHANGHAI GREENCOURT INV. GP.'A',6802846,141249,EQ
578,CH,141152,SHG,051,CH,@:@EIM,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHSASHR,RLDEVCH,CNE000000CP0,P,CH600696,CN:HAW,P2P FINL.INFO.SER.'A',6416076,141152,EQ
579,CH,141124,SHG,051,CH,@:@EEV,BDRET,087,Broadline Retailers,TOTMKCA,RTAILCH,NA,CHSASHR,NA,CNE000000F71,P,CH600697,CN:CAT,CHANG CHUN EURASIA GP. 'A',6201517,141124,EQ
580,CH,141125,SHG,051,CH,NA,AUTOS,065,Automobiles,TOTMKCA,AUTMBCH,AUTMBCH,CHSASHR,AUTOSCH,CNE000000CT2,P,CH600698,CN:JQM,HUNAN TYEN MACHINERY 'A',6478720,141125,EQ
581,CH,141126,SHG,051,CH,@:@EKX,AUPRT,063,Auto Parts,TOTMKCA,AUTMBCH,AUTMBCH,CHSASHR,NA,CNE000000DJ1,P,CH600699,CN:LDC,NINGBO JOYSON ELECTRONIC 'A',6503525,141126,EQ
582,CH,865569,SHG,051,CH,@:@08Y,FDPRD,071,Food Products,TOTMKCA,FDBEVCH,NA,CHSASHR,NA,CNE000000K74,P,CH600701,CN:HRG,HARBIN GONG DA HI.TECH 'A',6433387,865569,EQ
583,CH,865570,SHG,051,CH,@:@162,DISTV,068,Distillers & Vintners,TOTMKCA,FDBEVCH,BEVESCH,CHSASHR,DISTVCH,CNE000000K90,P,CH600702,CN:SIH,SICHUAN TUOPAI SHEDE WINE 'A',6814517,865570,EQ
584,CH,865571,SHG,051,CH,@:@196,ELEQP,037,Electrical Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHSASHR,ELEQPCH,CNE000000KB3,P,CH600703,CN:SHP,SANAN OPEL.'A',6773511,865571,EQ
585,CH,865572,SHG,051,CH,@:@845,CLTHG,069,Clothing & Accessory,TOTMKCA,PERHHCH,PERSGCH,CHSASHR,CLTHGCH,CNE000000KF4,P,CH600704,CN:ZHZ,ZHEJIANG MRA.INDL.ZGYT. GP.'A',6993289,865572,EQ
586,CH,865573,SHG,051,CH,@:@07Y,SPFIN,113,Specialty Finance,TOTMKCA,FINSVCH,FNSVSCH,CHSASHR,NA,CNE000000KC1,P,CH600705,CN:BEY,AVIC CAPITAL 'A',6110602,865573,EQ
587,CH,865574,SHG,051,CH,@:@01P,PHRMC,095,Pharmaceuticals,TOTMKCA,HLTHCCH,PHARMCH,CHSASHR,PHRMCCH,CNE000000KD9,P,CH600706,CN:CHN,XIAN QUJIANG CULTR.TSM. 'A',6181255,865574,EQ
588,CH,865575,SHG,051,CH,@:@498,ELEQP,037,Electrical Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHSASHR,ELEQPCH,CNE000000KG2,P,CH600707,CN:CAI,IRICO DISPLAY DEVC. 'A' SUSP - SUSP.22/03/16,6183273,865575,EQ
589,CH,865776,SHG,051,CH,@:@07U,TRAVL,094,Travel & Tourism,TOTMKCA,TRLESCH,TRLESCH,CHSASHR,TRAVLCH,CNE000000KH0,P,CH600708,CN:DON,SHANGHAI HAIBO 'A',6818025,865776,EQ
590,CH,865778,SHG,051,CH,@:@EFU,COMMV,117,"Comm. Vehicles,Trucks",TOTMKCA,INDGSCH,INDENCH,CHSASHR,COMMVCH,CNE000000KL2,P,CH600710,CN:CGN,CHANGLIN 'A' SUSP - SUSP.30/03/16,6188074,865778,EQ
591,CH,865779,SHG,051,CH,@:@495,NOFMS,054,Nonferrous Metals,TOTMKCA,BRESRCH,INDMTCH,CHSASHR,NOFMSCH,CNE000000KN8,P,CH600711,CN:XLZ,CHENGTUN MINING GP.'A',6993502,865779,EQ
592,CH,865780,SHG,051,CH,@:@03K,BDRET,087,Broadline Retailers,TOTMKCA,RTAILCH,NA,CHSASHR,NA,CNE000000KP3,P,CH600712,CN:NID,NANNING DEPT.STORE 'A',6623122,865780,EQ
593,CH,865781,SHG,051,CH,@:@06S,PHRMC,095,Pharmaceuticals,TOTMKCA,HLTHCCH,PHARMCH,CHSASHR,PHRMCCH,CNE000000KV1,P,CH600713,CN:NAJ,NANJING PHARM.'A' SUSP - SUSP.28/03/16,6994011,865781,EQ
594,CH,865782,SHG,051,CH,@:@04Q,COALM,049,Coal,TOTMKCA,BRESRCH,MNINGCH,CHSASHR,COALMCH,CNE000000K66,P,CH600714,CN:QIN,QINGHAI JINRUI MINERAL DEVELOPMENT 'A',6712224,865782,EQ
595,CH,865783,SHG,051,CH,@:@07W,AUPRT,063,Auto Parts,TOTMKCA,AUTMBCH,AUTMBCH,CHSASHR,NA,CNE000000KY5,P,CH600715,CN:SON,CULTURAL INV.HDG.'A',6817237,865783,EQ
596,CH,865784,SHG,051,CH,@:@04K,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHSASHR,RLDEVCH,CNE000000L32,P,CH600716,CN:QND,JIANGSU PHOENIX PR.INV. 'A',6717672,865784,EQ
597,CH,865785,SHG,051,CH,@:@289,TRNSV,064,Transport Services,TOTMKCA,INDGSCH,INDTRCH,CHSASHR,TRNSVCH,CNE000000L16,P,CH600717,CN:TIJ,TIANJIN PORT 'A',6878870,865785,EQ
598,CH,865786,SHG,051,CH,@:@01S,SOFTW,058,Software,TOTMKCA,TECNOCH,SFTCSCH,CHSASHR,NA,CNE000000KJ6,P,CH600718,CN:SYS,NEUSOFT 'A',6802471,865786,EQ
599,CH,865711,SHG,051,CH,@:@443,CNVEL,169,Con. Electricity,TOTMKCA,UTILSCH,ELECTCH,CHSASHR,CNVELCH,CNE000000L57,P,CH600719,CN:DLN,DALIAN THERMAL POWER 'A',6258706,865711,EQ
600,CH,865770,SHG,051,CH,@:@03M,BMATS,030,Building Mat.& Fix.,TOTMKCA,CNSTMCH,CNSTMCH,CHSASHR,BMATSCH,CNE000000L65,P,CH600720,CN:GNS,GANSU QILIANSHAN CMT.GP. 'A',6359193,865770,EQ
601,CH,865787,SHG,051,CH,@:@204,CMPSV,150,Computer Services,TOTMKCA,TECNOCH,SFTCSCH,CHSASHR,CMPSVCH,CNE000000KQ1,P,CH600721,CN:XIJ,XINJIANG BAIHUACUN 'A',6984205,865787,EQ
602,CH,865788,SHG,051,CH,@:@01U,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHSASHR,CHMSPCH,CNE000000KR9,P,CH600722,CN:CAN,HEBEI JINNIU CHM.IND.'A',6184049,865788,EQ
603,CH,865769,SHG,051,CH,@:@217,BDRET,087,Broadline Retailers,TOTMKCA,RTAILCH,NA,CHSASHR,NA,CNE000000L73,P,CH600723,CN:BEX,BEIJING CAP.RTLG.GP.'A',6091183,865769,EQ
604,CH,865768,SHG,051,CH,@:@414,DIVIN,101,Divers. Industrials,TOTMKCA,INDGSCH,GNINDCH,CHSASHR,NA,CNE000000L81,P,CH600724,CN:NIG,NINGBO FUDA 'A',6632430,865768,EQ
605,CH,865789,SHG,051,CH,@:@499,CHEMS,092,Commodity Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHSASHR,CHEMSCH,CNE000000KW9,P,CH600725,CN:YAN,YUNNAN YUNWEI 'A',6993159,865789,EQ
606,CH,865790,SHG,051,CH,NA,CNVEL,169,Con. Electricity,TOTMKCA,UTILSCH,ELECTCH,CHSASHR,CNVELCH,CNE000000KX7,P,CH600726,CN:HEG,HUADIAN ENERGY 'A',6416786,865790,EQ
607,CH,865791,SHG,051,CH,@:@311,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHSASHR,CHMSPCH,CNE000000KK4,P,CH600727,CN:SLB,SHANDONG LUBEI CHM. 'A',6863188,865791,EQ
608,CH,865767,SHG,051,CH,@:@08C,COMPH,034,Computer Hardware,TOTMKCA,TECNOCH,TECHDCH,CHSASHR,COMPHCH,CNE000000L99,P,CH600728,CN:LIN,PCI SUNTEK TECH.'A' SUSP - SUSP.14/03/18,6515359,865767,EQ
609,CH,865792,SHG,051,CH,@:@267,BDRET,087,Broadline Retailers,TOTMKCA,RTAILCH,NA,CHSASHR,NA,CNE000000LF2,P,CH600729,CN:CHD,CHONGQING DEPT.STORE 'A',6209533,865792,EQ
610,CH,877012,SHG,051,CH,@:@04Z,INSUP,032,Industrial Suppliers,TOTMKCA,INDGSCH,NA,CHSASHR,NA,CNE000000LJ4,P,CH600730,CN:CHH,CHINA HI-TECH GROUP 'A',6201539,877012,EQ
611,CH,887089,SHG,051,CH,@:@00N,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHSASHR,CHMSPCH,CNE000000LK2,P,CH600731,CN:HUN,HUNAN HAILI CHEMICAL 'A' SUSP - SUSP.21/03/16,6420527,887089,EQ
612,CH,887120,SHG,051,CH,@:@280,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHSASHR,RLDEVCH,CNE000000LP1,P,CH600733,CN:CGQ,CHENGDU QIANFENG ELTN. 'A',6187877,887120,EQ
613,CH,887106,SHG,051,CH,@:@166,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHSASHR,RLDEVCH,CNE000000LS5,P,CH600734,CN:FJS,FUJIAN START GROUP 'A',6358770,887106,EQ
614,CH,877011,SHG,051,CH,@:@03D,DISTV,068,Distillers & Vintners,TOTMKCA,FDBEVCH,BEVESCH,CHSASHR,DISTVCH,CNE000000LQ9,P,CH600735,CN:SAN,SHANDONG HIKING INTL.'A',6801423,877011,EQ
615,CH,887111,SHG,051,CH,@:@H7N,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHSASHR,RLDEVCH,CNE000000LV9,P,CH600736,CN:SUO,SUZHOU NEW DISTRICT HI- TECH INDL.'A',6861342,887111,EQ
616,CH,887096,SHG,051,CH,@:@06Q,FDPRD,071,Food Products,TOTMKCA,FDBEVCH,NA,CHSASHR,NA,CNE000000LH8,P,CH600737,CN:XNT,COFCO TUNHE 'A',6983990,887096,EQ
617,CH,887093,SHG,051,CH,@:@430,BDRET,087,Broadline Retailers,TOTMKCA,RTAILCH,NA,CHSASHR,NA,CNE000000LW7,P,CH600738,CN:LAN,LANZMIN.SHAREHLDG.(GP.) 'A',6505093,887093,EQ
618,CH,887147,SHG,051,CH,@:@349,SPRET,090,Specialty Retailers,TOTMKCA,RTAILCH,NA,CHSASHR,NA,CNE000000LY3,P,CH600739,CN:LIA,LIAONING CHENGDA 'A',6515854,887147,EQ
619,CH,887105,SHG,051,CH,@:@306,CHEMS,092,Commodity Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHSASHR,CHEMSCH,CNE000000LD7,P,CH600740,CN:SXC,SHANXI COKING 'A' SUSP - SUSP.30/12/15,6765886,887105,EQ
620,CH,887154,SHG,051,CH,@:@06P,AUPRT,063,Auto Parts,TOTMKCA,AUTMBCH,AUTMBCH,CHSASHR,NA,CNE000000M15,P,CH600741,CN:SBU,HUAYU AUTOMOTIVE SYS.'A',6801713,887154,EQ
621,CH,887155,SHG,051,CH,@:@09A,AUPRT,063,Auto Parts,TOTMKCA,AUTMBCH,AUTMBCH,CHSASHR,NA,CNE000000M07,P,CH600742,CN:CHF,CHGC.FAWAY AUTMB.COMPNS. 'A',6180393,887155,EQ
622,CH,887212,SHG,051,CH,@:@09Y,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHSASHR,RLDEVCH,CNE000000M31,P,CH600743,CN:HBI,HUAYUAN PROPERTY 'A',6443610,887212,EQ
623,CH,887176,SHG,051,CH,@:@484,CNVEL,169,Con. Electricity,TOTMKCA,UTILSCH,ELECTCH,CHSASHR,CNVELCH,CNE000000M56,P,CH600744,CN:HUH,DATANG HUAYIN ELEC.PWR. 'A',6402064,887176,EQ
624,CH,887169,SHG,051,CH,@:@290,CLTHG,069,Clothing & Accessory,TOTMKCA,PERHHCH,PERSGCH,CHSASHR,CLTHGCH,CNE000000M72,P,CH600745,CN:HHS,JOIN.IN (HOLDING) 'A' SUSP - SUSP.27/01/16,6450847,887169,EQ
625,CH,887206,SHG,051,CH,@:@351,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHSASHR,CHMSPCH,CNE000000M64,P,CH600746,CN:JAN,JIANGSU SOPO CHM. 'A',6478979,887206,EQ
626,CH,887201,SHG,051,CH,@:@507,CNELE,075,Consumer Electronics,TOTMKCA,PERHHCH,NA,CHSASHR,NA,CNE000000MC7,P,CH600747,CN:DAX,DALIAN DAXIAN ENTS.HDG. 'A',6258988,887201,EQ
627,CH,887243,SHG,051,CH,@:@01E,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHSASHR,RLDEVCH,CNE000000MF0,P,CH600748,CN:PUD,SHANGHAI INDL.DEV.'A',6818962,887243,EQ
628,CH,887344,SHG,051,CH,@:@328,MEDAG,041,Media Agencies,TOTMKCA,NA,NA,CHSASHR,NA,CNE000000MJ2,P,CH600749,CN:TIB,TIBET TOURISM 'A' SUSP - SUSP.30/11/15,6873400,887344,EQ
629,CH,887232,SHG,051,CH,@:@766,PHRMC,095,Pharmaceuticals,TOTMKCA,HLTHCCH,PHARMCH,CHSASHR,PHRMCCH,CNE000000M80,P,CH600750,CN:JNG,JIANGZHONG PHARM.'A',6504313,887232,EQ
630,CH,887185,SHG,051,CH,NA,MARIN,099,Marine Transportation,TOTMKCA,INDGSCH,INDTRCH,CHSASHR,MARINCH,CNE000000MG8,P,CH600751,CN:TEN,TAINJIN TIANHAI INV.'A' SUSP - SUSP.15/02/16,6890584,887185,EQ
631,CH,887275,SHG,051,CH,@:@422,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHSASHR,RLDEVCH,CNE000000ML8,P,CH600753,CN:HEN,HENAN ORNTL.SIS.INV.'A',6422686,887275,EQ
632,CH,887318,SHG,051,CH,@:@NWAM1,HOTEL,080,Hotels,TOTMKCA,TRLESCH,TRLESCH,CHSASHR,HOTELCH,CNE000000MK0,P,CH600754,CN:SWA,SHANGHAI JIN JIANG INTL. HTLS.DEV.'A',6817044,887318,EQ
633,CH,887277,SHG,051,CH,@:@512,INSUP,032,Industrial Suppliers,TOTMKCA,INDGSCH,NA,CHSASHR,NA,CNE000000MN4,P,CH600755,CN:XMG,XIAMEN ITG GROUP 'A',6662909,887277,EQ
634,CH,887233,SHG,051,CH,@:@205,SOFTW,058,Software,TOTMKCA,TECNOCH,SFTCSCH,CHSASHR,NA,CNE000000M49,P,CH600756,CN:SND,INSPUR SOFTWARE 'A',6797481,887233,EQ
635,CH,887276,SHG,051,CH,@:@62M,CLTHG,069,Clothing & Accessory,TOTMKCA,PERHHCH,PERSGCH,CHSASHR,CLTHGCH,CNE000000MQ7,P,CH600757,CN:SWO,CHANGJIANG PAM.'A',6765897,887276,EQ
636,CH,887408,SHG,051,CH,@:@313,CNVEL,169,Con. Electricity,TOTMKCA,UTILSCH,ELECTCH,CHSASHR,CNVELCH,CNE000000MW5,P,CH600758,CN:LNJ,LIAONING HONGYANG EN. RSO.INVT. 'A',6533339,887408,EQ
637,CH,887305,SHG,051,CH,@:@215,INSUP,032,Industrial Suppliers,TOTMKCA,INDGSCH,NA,CHSASHR,NA,CNE000000MV7,P,CH600759,CN:HIN,HAINAN ZHENGHE INDL.GP. 'A',6403971,887305,EQ
638,CH,887319,SHG,051,CH,@:@397,COMMV,117,"Comm. Vehicles,Trucks",TOTMKCA,INDGSCH,INDENCH,CHSASHR,COMMVCH,CNE000000MH6,P,CH600760,CN:DHA,ZHONGHANG HEIBAO 'A',6800709,887319,EQ
639,CH,887306,SHG,051,CH,@:@06T,COMMV,117,"Comm. Vehicles,Trucks",TOTMKCA,INDGSCH,INDENCH,CHSASHR,COMMVCH,CNE000000MM6,P,CH600761,CN:AHH,ANHUI HELI 'A',6022257,887306,EQ
640,CH,887409,SHG,051,CH,@:@185,HCPRO,045,Healthcare Providers,TOTMKCA,HLTHCCH,HCEQSCH,CHSASHR,NA,CNE000000MZ8,P,CH600763,CN:ZTI,TOPCHOICE MEDICAL INV. 'A',6091451,887409,EQ
641,CH,887442,SHG,051,CH,@:@08L,CMPSV,150,Computer Services,TOTMKCA,TECNOCH,SFTCSCH,CHSASHR,CMPSVCH,CNE000000N30,P,CH600764,CN:GST,CEC CORECAST 'A',6368092,887442,EQ
